20201123|1| 
20201124|1| 
20201125|1| 
20201126|1| 
20201127|1| 
20201128|0| 
20201129|0| 
20201130|1| 
20201201|1| 
20201202|1| 
20201203|1| 
20201204|1| 
20201205|0| 
20201206|0| 
20201207|1| 
20201208|1| 
20201209|1| 
20201210|1| 
20201211|1| 
20201212|0| 
20201213|0| 
20201214|1| 
20201215|1| 
20201216|1| 
20201217|1| 
20201218|1| 
20201219|0| 
20201220|0| 
20201221|1| 
20201222|1| 
20201223|1| 
20201224|1| 
20201225|1| 
20201226|0| 
20201227|0| 
20201228|1| 
20201229|1| 
20201230|1| 
20201231|1| 
