20191028|1| 
20191029|1| 
20191030|1| 
20191031|1| 
20191101|1| 
20191102|0| 
20191103|0| 
20191104|1| 
20191105|1| 
20191106|1| 
20191107|1| 
20191108|1| 
20191109|0| 
20191110|0| 
20191111|1| 
20191112|1| 
20191113|1| 
20191114|1| 
20191115|1| 
20191116|0| 
20191117|0| 
20191118|1| 
20191119|1| 
20191120|1| 
20191121|1| 
20191122|1| 
20191123|0| 
20191124|0| 
20191125|1| 
20191126|1| 
20191127|1| 
20191128|1| 
20191129|1| 
20191130|0| 
20191201|0| 
20191202|1| 
20191203|1| 
20191204|1| 
20191205|1| 
20191206|1| 
20191207|0| 
20191208|0| 
20191209|1| 
20191210|1| 
20191211|1| 
20191212|1| 
20191213|1| 
20191214|0| 
20191215|0| 
20191216|1| 
20191217|1| 
20191218|1| 
20191219|1| 
20191220|1| 
20191221|0| 
20191222|0| 
20191223|1| 
20191224|1| 
20191225|1| 
20191226|1| 
20191227|1| 
20191228|0| 
20191229|0| 
20191230|1| 
20191231|1| 
